საქონლის კოდი,საქონლის დასახელება,ზომის ერთეული,რაოდ.,ერთეულის ფასი,საქონლის ფასი,დაბეგვრა,ზედნადების ნომერი,სტატუსი,მყიდველი,გამყიდველი,ზედნადების ტიპი,ტრანსპორტირების დაწყება,ტრანსპორტირების დასრულება,მძღოლი,ა/მ ნომერი,გააქტიურების თარიღი,ტრანსპორტირების დაწყების თარიღი,ტრანსპ. თანხა,შენიშვნა,ქვე-მომხმარებელი,ფირნიშის ან ცნობის ნომერი,დოკუმენტის N,
16176,ხელთათმანი სამუშაო,ცალი,12,1.50,18,ჩვეულებრივი,0977484384,დასრულებული,(400017245) შპს აი-სი-ი,(400223254) შპს  გეგა 2012,ტრანსპორტირებით,"ქ.თბილისი ხოშარაულის ქუჩა გამომცემლობა სამშობლოს მოპირდაპირე მხარე მაღაზია 9,10,11,14,15,16","ქ.თბილისი,რამიშვილის ქუჩა",(04001014731) ბექა გელოვანი,IC090EE,11-მაი-2026 12:57:19,11-მაი-2026 12:57:19,0,საქართველოს ბანკი GE68BG0000000026544800GEL beka.wiklauri@yahoo.com,,, ,
20248,5000394203334-დურასელი AA 120BX new,ცალი,12,4,48,ჩვეულებრივი,0977484384,დასრულებული,(400017245) შპს აი-სი-ი,(400223254) შპს  გეგა 2012,ტრანსპორტირებით,"ქ.თბილისი ხოშარაულის ქუჩა გამომცემლობა სამშობლოს მოპირდაპირე მხარე მაღაზია 9,10,11,14,15,16","ქ.თბილისი,რამიშვილის ქუჩა",(04001014731) ბექა გელოვანი,IC090EE,11-მაი-2026 12:57:19,11-მაი-2026 12:57:19,0,საქართველოს ბანკი GE68BG0000000026544800GEL beka.wiklauri@yahoo.com,,, ,
17819,"გერმეტიკი ""sista"" aquar.sil 310მლ (უფერო)",ცალი,25,23,575,ჩვეულებრივი,0977484891,დასრულებული,(400017245) შპს აი-სი-ი,(400223254) შპს  გეგა 2012,ტრანსპორტირებით,"ქ.თბილისი ხოშარაულის ქუჩა გამომცემლობა სამშობლოს მოპირდაპირე მხარე მაღაზია 9,10,11,14,15,16","ქ.თბილისი,ყვარელი გალერია",(04001014731) ბექა გელოვანი,IC090EE,11-მაი-2026 12:58:42,11-მაი-2026 12:58:42,0,საქართველოს ბანკი GE68BG0000000026544800GEL beka.wiklauri@yahoo.com,,, ,
16181,"საჭრელი რგოლი 125*1,6*22,23 14 A",ცალი,80,2,160,ჩვეულებრივი,0977484891,დასრულებული,(400017245) შპს აი-სი-ი,(400223254) შპს  გეგა 2012,ტრანსპორტირებით,"ქ.თბილისი ხოშარაულის ქუჩა გამომცემლობა სამშობლოს მოპირდაპირე მხარე მაღაზია 9,10,11,14,15,16","ქ.თბილისი,ყვარელი გალერია",(04001014731) ბექა გელოვანი,IC090EE,11-მაი-2026 12:58:42,11-მაი-2026 12:58:42,0,საქართველოს ბანკი GE68BG0000000026544800GEL beka.wiklauri@yahoo.com,,, ,
16176,ხელთათმანი სამუშაო,ცალი,48,1.50,72,ჩვეულებრივი,0977484891,დასრულებული,(400017245) შპს აი-სი-ი,(400223254) შპს  გეგა 2012,ტრანსპორტირებით,"ქ.თბილისი ხოშარაულის ქუჩა გამომცემლობა სამშობლოს მოპირდაპირე მხარე მაღაზია 9,10,11,14,15,16","ქ.თბილისი,ყვარელი გალერია",(04001014731) ბექა გელოვანი,IC090EE,11-მაი-2026 12:58:42,11-მაი-2026 12:58:42,0,საქართველოს ბანკი GE68BG0000000026544800GEL beka.wiklauri@yahoo.com,,, ,
17796,Magmaweld Rutil Welding Electrode ESR 13 - 3.25 x350 (mm) -3.36 kg /ელექტროდი,ცალი,5,25,125,ჩვეულებრივი,0977485177,დასრულებული,(400017245) შპს აი-სი-ი,(400223254) შპს  გეგა 2012,ტრანსპორტირებით,"ქ.თბილისი ხოშარაულის ქუჩა გამომცემლობა სამშობლოს მოპირდაპირე მხარე მაღაზია 9,10,11,14,15,16","ქ.თბილისი,17 შინდისელი გმირის # 22",(04001014731) ბექა გელოვანი,IC090EE,11-მაი-2026 12:59:25,11-მაი-2026 12:59:25,0,საქართველოს ბანკი GE68BG0000000026544800GEL beka.wiklauri@yahoo.com,,, ,
809046,გადამყვანი 75/50 PP მოკლე,ცალი,10,2,20,ჩვეულებრივი,0977485318,აქტიური,(400017245) შპს აი-სი-ი,(416332123) შპს თერმო სახლი ,ტრანსპორტირებით,"ქ.თბილისი ნ.ხოშარაულის 29 №B9,D9,D10,D11",რამიშვილის ქუჩა,() ,,11-მაი-2026 12:59:50,11-მაი-2026 13:00:09,0,,ოთარი მელაძე,, ,
01559,მუხლი 75/45 PP,ცალი,20,3,60,ჩვეულებრივი,0977485318,აქტიური,(400017245) შპს აი-სი-ი,(416332123) შპს თერმო სახლი ,ტრანსპორტირებით,"ქ.თბილისი ნ.ხოშარაულის 29 №B9,D9,D10,D11",რამიშვილის ქუჩა,() ,,11-მაი-2026 12:59:50,11-მაი-2026 13:00:09,0,,ოთარი მელაძე,, ,
19401,პოლიეთილენის ფირი,კგ,2,10,20,ჩვეულებრივი,0977485376,დასრულებული,(400017245) შპს აი-სი-ი,(400223254) შპს  გეგა 2012,ტრანსპორტირებით,"ქ.თბილისი ხოშარაულის ქუჩა გამომცემლობა სამშობლოს მოპირდაპირე მხარე მაღაზია 9,10,11,14,15,16","ქ.თბილისი,ვაგზალი ცენტრალი",(04001014731) ბექა გელოვანი,IC090EE,11-მაი-2026 13:00:02,11-მაი-2026 13:00:02,0,საქართველოს ბანკი GE68BG0000000026544800GEL beka.wiklauri@yahoo.com,,, ,
92101,დასარტყამი ანკერი 16*120 R25625YA,ცალი,50,2.50,125,ჩვეულებრივი,0977494408,დასრულებული,(400017245) შპს აი-სი-ი,(448385872) შპს 1001 წვრილმანი,ტრანსპორტირებით,"ქ.ბათუმი,ფალავანდიშვილი 16ბ GE93TB7591836050100001/GE37BG0000000607448773/GE28LB0113171448557002","ქ. ბათუმი , ბაგრატიონის ქ,#127",() ,,11-მაი-2026 13:26:51,11-მაი-2026 13:26:51,0,ტერმინალი (საქართველო),ი. გ.,, ,
90169,ბურღი ბეტონის 16*260,ცალი,3,7,21,ჩვეულებრივი,0977494408,დასრულებული,(400017245) შპს აი-სი-ი,(448385872) შპს 1001 წვრილმანი,ტრანსპორტირებით,"ქ.ბათუმი,ფალავანდიშვილი 16ბ GE93TB7591836050100001/GE37BG0000000607448773/GE28LB0113171448557002","ქ. ბათუმი , ბაგრატიონის ქ,#127",() ,,11-მაი-2026 13:26:51,11-მაი-2026 13:26:51,0,ტერმინალი (საქართველო),ი. გ.,, ,
63880,დასარტყმელი ანკერი 16*150,ცალი,437,2.80,1223.60,ჩვეულებრივი,0977493566,დასრულებული,(400017245) შპს აი-სი-ი,(448385872) შპს 1001 წვრილმანი,ტრანსპორტირებით,"ქ.ბათუმი,ფალავანდიშვილი 16ბ GE93TB7591836050100001/GE37BG0000000607448773/GE28LB0113171448557002","ქ. ბათუმი , ბაგრატიონის ქ,#127",() ,,11-მაი-2026 13:24:32,11-მაი-2026 13:24:33,0,უნაღდო,ი. გ.,, ,
73607,ანკერი სოლისებრი 16*150 მმ/14 (205),ცალი,213,2.80,596.40,ჩვეულებრივი,0977493566,დასრულებული,(400017245) შპს აი-სი-ი,(448385872) შპს 1001 წვრილმანი,ტრანსპორტირებით,"ქ.ბათუმი,ფალავანდიშვილი 16ბ GE93TB7591836050100001/GE37BG0000000607448773/GE28LB0113171448557002","ქ. ბათუმი , ბაგრატიონის ქ,#127",() ,,11-მაი-2026 13:24:32,11-მაი-2026 13:24:33,0,უნაღდო,ი. გ.,, ,
00731,მილი კვადრატული 40*50*2,მეტრი,30,5.80,174,ჩვეულებრივი,0977500603,დასრულებული,(400017245) შპს აი-სი-ი,(200079459) შპს სოლი,ტრანსპორტირებით,ქ.თბილისი გუდაუთის ქ.4,თბილისი  17 შინდისელი გმირის 22,(04001014731) ბექა გელოვანი,IC030EE,11-მაი-2026 13:45:21,11-მაი-2026 13:45:00,0,,ნ. შ.,, ,
01508,ლითონის შველერი 10 მმ სქ,მეტრი,48,15,720,ჩვეულებრივი,0977500603,დასრულებული,(400017245) შპს აი-სი-ი,(200079459) შპს სოლი,ტრანსპორტირებით,ქ.თბილისი გუდაუთის ქ.4,თბილისი  17 შინდისელი გმირის 22,(04001014731) ბექა გელოვანი,IC030EE,11-მაი-2026 13:45:21,11-მაი-2026 13:45:00,0,,ნ. შ.,, ,
00754,თუჯის სამკაპი 50,ცალი,5,15,75,ჩვეულებრივი,0977499032,დასრულებული,(400017245) შპს აი-სი-ი,(421267998) შპს სანტექ სერვისი,ტრანსპორტირებით,ქ. თბილისი. გუდაუთის ქუჩა #7,ყვარელი (გალერეა),(04001014731) ბექა გელოვანი,IC030EE,11-მაი-2026 13:40:33,11-მაი-2026 13:39:00,0,გადარიცხვა,ნათია მამარდაშვილი,, ,
04647,თუჯის ჯვარედინა 50,ცალი,5,20,100,ჩვეულებრივი,0977499032,დასრულებული,(400017245) შპს აი-სი-ი,(421267998) შპს სანტექ სერვისი,ტრანსპორტირებით,ქ. თბილისი. გუდაუთის ქუჩა #7,ყვარელი (გალერეა),(04001014731) ბექა გელოვანი,IC030EE,11-მაი-2026 13:40:33,11-მაი-2026 13:39:00,0,გადარიცხვა,ნათია მამარდაშვილი,, ,
05057,სახანძრო მუხლი (კოპლინი) 114,ცალი,10,35,350,ჩვეულებრივი,0977499335,დასრულებული,(400017245) შპს აი-სი-ი,(421267998) შპს სანტექ სერვისი,ტრანსპორტირებით,ქ. თბილისი. გუდაუთის ქუჩა #7,"ქ. თბილისი, ვარკეთილი (მოლი)",(04001014731) ბექა გელოვანი,IC030EE,11-მაი-2026 13:41:35,11-მაი-2026 13:40:00,0,გადარიცხვა,ნათია მამარდაშვილი,, ,
523,კაუჩუკის თბოიზოლაცია თვითწებვადი 9მმ*1200მმ,მ2,48,12,576,ჩვეულებრივი,0977500696,აქტიური,(400017245) შპს აი-სი-ი,(405104961) შპს ჯი თი კომპანი,ტრანსპორტირებით," თბილისი, სტანისლავსკის 1","ყვარელი, სასტუმრო",(04001014731) ბექა გელოვანი,IC030EE,11-მაი-2026 13:45:36,11-მაი-2026 13:42:14,0,,ირაკლი ალთუნაშვილი,, ,
524,კაუჩუკის თბოიზოლაცია თვითწებვადი 13მმ*1200მმ,მ2,84,15,1260,ჩვეულებრივი,0977500696,აქტიური,(400017245) შპს აი-სი-ი,(405104961) შპს ჯი თი კომპანი,ტრანსპორტირებით," თბილისი, სტანისლავსკის 1","ყვარელი, სასტუმრო",(04001014731) ბექა გელოვანი,IC030EE,11-მაი-2026 13:45:36,11-მაი-2026 13:42:14,0,,ირაკლი ალთუნაშვილი,, ,
582,კაუჩუკის სახვევი ლენტი 10სმ,ცალი,24,14,336,ჩვეულებრივი,0977500696,აქტიური,(400017245) შპს აი-სი-ი,(405104961) შპს ჯი თი კომპანი,ტრანსპორტირებით," თბილისი, სტანისლავსკის 1","ყვარელი, სასტუმრო",(04001014731) ბექა გელოვანი,IC030EE,11-მაი-2026 13:45:36,11-მაი-2026 13:42:14,0,,ირაკლი ალთუნაშვილი,, ,
535,შუამომჭერი 25მმ,ცალი,500,0.35,175,ჩვეულებრივი,0977500696,აქტიური,(400017245) შპს აი-სი-ი,(405104961) შპს ჯი თი კომპანი,ტრანსპორტირებით," თბილისი, სტანისლავსკის 1","ყვარელი, სასტუმრო",(04001014731) ბექა გელოვანი,IC030EE,11-მაი-2026 13:45:36,11-მაი-2026 13:42:14,0,,ირაკლი ალთუნაშვილი,, ,
05738,შესადუღებელი ჩხირი 0% SEN,კგ,2,100,200,ჩვეულებრივი,0977481209,აქტიური,(400017245) შპს აი-სი-ი,(402215599) შპს მუბაგი,ტრანსპორტირებით,"ქ.თბილისი ხოშარაულის და ელიავას ქუჩებს, მდ.მტკვრის მარცხენა სანაპიროსა და ვახუშტისხიდს შორის ნაკვეთი","ქ.ბათუმი, ადმირალი",(04001014731) ბექა გელოვანი,IC030EE,11-მაი-2026 12:48:27,11-მაი-2026 12:48:27,0,,ბაქარ კაპანაძე,, ,
805599,საიზოლაციო ლენტი განიერი 50,ცალი,10,5,50,ჩვეულებრივი,0977481209,აქტიური,(400017245) შპს აი-სი-ი,(402215599) შპს მუბაგი,ტრანსპორტირებით,"ქ.თბილისი ხოშარაულის და ელიავას ქუჩებს, მდ.მტკვრის მარცხენა სანაპიროსა და ვახუშტისხიდს შორის ნაკვეთი","ქ.ბათუმი, ადმირალი",(04001014731) ბექა გელოვანი,IC030EE,11-მაი-2026 12:48:27,11-მაი-2026 12:48:27,0,,ბაქარ კაპანაძე,, ,
02870,კაუჩუკის საიზოლაციო მილი 28x13x2000მმ/78მ იზო,მეტრი,40,2.80,112,ჩვეულებრივი,0977481209,აქტიური,(400017245) შპს აი-სი-ი,(402215599) შპს მუბაგი,ტრანსპორტირებით,"ქ.თბილისი ხოშარაულის და ელიავას ქუჩებს, მდ.მტკვრის მარცხენა სანაპიროსა და ვახუშტისხიდს შორის ნაკვეთი","ქ.ბათუმი, ადმირალი",(04001014731) ბექა გელოვანი,IC030EE,11-მაი-2026 12:48:27,11-მაი-2026 12:48:27,0,,ბაქარ კაპანაძე,, ,
00790,"სპილენძის მილი იზოლაციით 5/8""x1,0მმx9მმ (15,88მმ) Halcor",მეტრი,50,26.10,1305,ჩვეულებრივი,0977512053,აქტიური,(400017245) შპს აი-სი-ი,(405427195) შპს ველტ თრეიდი,ტრანსპორტირებით,სტანისლავსკის 1,ბათუმი (ადმირალი),(04001014731) ბექა გელოვანი,IC030EE,11-მაი-2026 14:16:41,11-მაი-2026 14:16:41,0,,ვლადიმერ ინასარიძე,, ,
SS-00000976,მეტალის ხამუთი    11/2 M8 ASC,ცალი,20,1.40,28,ჩვეულებრივი,0977512053,აქტიური,(400017245) შპს აი-სი-ი,(405427195) შპს ველტ თრეიდი,ტრანსპორტირებით,სტანისლავსკის 1,ბათუმი (ადმირალი),(04001014731) ბექა გელოვანი,IC030EE,11-მაი-2026 14:16:41,11-მაი-2026 14:16:41,0,,ვლადიმერ ინასარიძე,, ,
00447,კაუჩუკის იზოლაცია  22 მმ * 13 მმ,მეტრი,30,2.30,69,ჩვეულებრივი,0977512053,აქტიური,(400017245) შპს აი-სი-ი,(405427195) შპს ველტ თრეიდი,ტრანსპორტირებით,სტანისლავსკის 1,ბათუმი (ადმირალი),(04001014731) ბექა გელოვანი,IC030EE,11-მაი-2026 14:16:41,11-მაი-2026 14:16:41,0,,ვლადიმერ ინასარიძე,, ,
00449,კაუჩუკის იზოლაცია  35 მმ * 13 მმ,მეტრი,10,2.20,22,ჩვეულებრივი,0977512053,აქტიური,(400017245) შპს აი-სი-ი,(405427195) შპს ველტ თრეიდი,ტრანსპორტირებით,სტანისლავსკის 1,ბათუმი (ადმირალი),(04001014731) ბექა გელოვანი,IC030EE,11-მაი-2026 14:16:41,11-მაი-2026 14:16:41,0,,ვლადიმერ ინასარიძე,, ,
YT3374,ადაფტორი მრგვალი ხერხის იტ-3374,ცალი,2,15,30,ჩვეულებრივი,0977494613,დასრულებული,(400017245) შპს აი-სი-ი,(402105351) შპს პროპერი,ტრანსპორტირებით,თბილისი გუდაუთის 5ბ,ყვარელი გალრია,(04001014731) ბექა გელოვანი,IC030EE,11-მაი-2026 13:27:30,11-მაი-2026 13:27:30,0,,ლაშა ჯიხვაშვილი,, ,
DL02605,ხელთათმანი წითელ/შავში ნგ-ლა05,ცალი,36,1.50,54,ჩვეულებრივი,0977494613,დასრულებული,(400017245) შპს აი-სი-ი,(402105351) შპს პროპერი,ტრანსპორტირებით,თბილისი გუდაუთის 5ბ,ყვარელი გალრია,(04001014731) ბექა გელოვანი,IC030EE,11-მაი-2026 13:27:30,11-მაი-2026 13:27:30,0,,ლაშა ჯიხვაშვილი,, ,
VR82351,ღვედი კავებით ვრ-82351,ცალი,2,13,26,ჩვეულებრივი,0977494613,დასრულებული,(400017245) შპს აი-სი-ი,(402105351) შპს პროპერი,ტრანსპორტირებით,თბილისი გუდაუთის 5ბ,ყვარელი გალრია,(04001014731) ბექა გელოვანი,IC030EE,11-მაი-2026 13:27:30,11-მაი-2026 13:27:30,0,,ლაშა ჯიხვაშვილი,, ,
11582,დამჭიმიანი ღვედი,ცალი,1,35,35,ჩვეულებრივი,0977521147,დასრულებული,(400017245) შპს აი-სი-ი,(400223254) შპს  გეგა 2012,ტრანსპორტირებით,"ქ.თბილისი ხოშარაულის ქუჩა გამომცემლობა სამშობლოს მოპირდაპირე მხარე მაღაზია 9,10,11,14,15,16","ქ.თბილისი,ვაგზალი ცენტრალი",(04001014731) ბექა გელოვანი,IC090EE,11-მაი-2026 14:42:23,11-მაი-2026 14:42:23,0,საქართველოს ბანკი GE68BG0000000026544800GEL beka.wiklauri@yahoo.com,,, ,
17114,TOLSEN TOL1423-75871 ბურღის საცვლელი პირი მეტალის 4-12*2MM,ცალი,2,15,30,ჩვეულებრივი,0977722939,დასრულებული,(400017245) შპს აი-სი-ი,(400223254) შპს  გეგა 2012,ტრანსპორტირებით,"ქ.თბილისი ხოშარაულის ქუჩა გამომცემლობა სამშობლოს მოპირდაპირე მხარე მაღაზია 9,10,11,14,15,16","ქ.თბილისი,ჭყონდიდელის ქუჩა",() ,,12-მაი-2026 11:09:48,12-მაი-2026 11:09:00,0,საქართველოს ბანკი GE68BG0000000026544800GEL beka.wiklauri@yahoo.com,,, ,
16181,"საჭრელი რგოლი 125*1,6*22,23 14 A",ცალი,40,2,80,ჩვეულებრივი,0977722939,დასრულებული,(400017245) შპს აი-სი-ი,(400223254) შპს  გეგა 2012,ტრანსპორტირებით,"ქ.თბილისი ხოშარაულის ქუჩა გამომცემლობა სამშობლოს მოპირდაპირე მხარე მაღაზია 9,10,11,14,15,16","ქ.თბილისი,ჭყონდიდელის ქუჩა",() ,,12-მაი-2026 11:09:48,12-მაი-2026 11:09:00,0,საქართველოს ბანკი GE68BG0000000026544800GEL beka.wiklauri@yahoo.com,,, ,
16183,"საჭრელი რგოლი 230*2,5*22,23 14 A",ცალი,30,3,90,ჩვეულებრივი,0977722939,დასრულებული,(400017245) შპს აი-სი-ი,(400223254) შპს  გეგა 2012,ტრანსპორტირებით,"ქ.თბილისი ხოშარაულის ქუჩა გამომცემლობა სამშობლოს მოპირდაპირე მხარე მაღაზია 9,10,11,14,15,16","ქ.თბილისი,ჭყონდიდელის ქუჩა",() ,,12-მაი-2026 11:09:48,12-მაი-2026 11:09:00,0,საქართველოს ბანკი GE68BG0000000026544800GEL beka.wiklauri@yahoo.com,,, ,
20099,ბეტონის ბურღი 12*260,ცალი,1,12,12,ჩვეულებრივი,0977722939,დასრულებული,(400017245) შპს აი-სი-ი,(400223254) შპს  გეგა 2012,ტრანსპორტირებით,"ქ.თბილისი ხოშარაულის ქუჩა გამომცემლობა სამშობლოს მოპირდაპირე მხარე მაღაზია 9,10,11,14,15,16","ქ.თბილისი,ჭყონდიდელის ქუჩა",() ,,12-მაი-2026 11:09:48,12-მაი-2026 11:09:00,0,საქართველოს ბანკი GE68BG0000000026544800GEL beka.wiklauri@yahoo.com,,, ,
00893,მუხლი 90 ^ 90  mm,ცალი,-10,-20,-200,ჩვეულებრივი,0977564053,დასრულებული,(400017245) შპს აი-სი-ი,(421267998) შპს სანტექ სერვისი,უკან დაბრუნება,"ქ. თბილისი, 17 შინდისელი გმირის ქუჩა 22",ქ. თბილისი. გუდაუთის ქუჩა #7,() ,0,11-მაი-2026 16:29:52,11-მაი-2026 16:29:00,0,გადარიცხვა,ნათია მამარდაშვილი,, ,
NA01187000,"1430114 წნევის რედუქტორი,მანომეტრის დაერთებით შ.ხ. 1 1/4"" Itap",ცალი,1,240,240,ჩვეულებრივი,0977587712,აქტიური,(400017245) შპს აი-სი-ი,(404872401) შპს თერმო ცენტრი,ტრანსპორტირებით,"ქ.თბილისი, სანაპირო კოსმონავტები #21, მაღაზია #7, 8 ტელეფონი 2452211
",ყვარელი სტაფ ჰაუსი,() ,,11-მაი-2026 17:17:40,11-მაი-2026 17:17:40,0,,თეა სკანაძე,, ,
NW00167000,"ქურო გ.ხ. 40-1 1/4"" მმ PPR",ცალი,2,14,28,ჩვეულებრივი,0977587712,აქტიური,(400017245) შპს აი-სი-ი,(404872401) შპს თერმო ცენტრი,ტრანსპორტირებით,"ქ.თბილისი, სანაპირო კოსმონავტები #21, მაღაზია #7, 8 ტელეფონი 2452211
",ყვარელი სტაფ ჰაუსი,() ,,11-მაი-2026 17:17:40,11-მაი-2026 17:17:40,0,,თეა სკანაძე,, ,
NB2588000,"482 მანომეტრი ქვედა დაერთებით 10ბარ. გ.ხ. 1/4"" Itap",ცალი,1,55,55,ჩვეულებრივი,0977587712,აქტიური,(400017245) შპს აი-სი-ი,(404872401) შპს თერმო ცენტრი,ტრანსპორტირებით,"ქ.თბილისი, სანაპირო კოსმონავტები #21, მაღაზია #7, 8 ტელეფონი 2452211
",ყვარელი სტაფ ჰაუსი,() ,,11-მაი-2026 17:17:40,11-მაი-2026 17:17:40,0,,თეა სკანაძე,, ,
1319,რეზინი,ცალი,2,400,800,ჩვეულებრივი,0977611286,აქტიური,(400017245) შპს აი-სი-ი,(01017053923) გიორგი გელაშვილი,ტრანსპორტირებით,ელიავას ბაზრობა,ბათუმი ადმირალი,(04001014731) ბექა გელოვანი,IC030EE,11-მაი-2026 18:29:43,11-მაი-2026 18:29:43,0,GE92BG0000000365997905 გიორგი გელაშვილი,,, ,
6.904-290,მტვრის ტომარა NT 27/1,ცალი,2,70,140,ჩვეულებრივი,0977741605,დასრულებული,(400017245) შპს აი-სი-ი,(204445145) შპს ეკოლაინი ,ტრანსპორტირების გარეშე,"თბილისი, უზნაძის ქ., 2",,() ,,12-მაი-2026 12:05:47,12-მაი-2026 12:05:47,0,,ნ. ა.,, ,
2.889-219,ფილტრი,ცალი,1,70,70,ჩვეულებრივი,0977741605,დასრულებული,(400017245) შპს აი-სი-ი,(204445145) შპს ეკოლაინი ,ტრანსპორტირების გარეშე,"თბილისი, უზნაძის ქ., 2",,() ,,12-მაი-2026 12:05:47,12-მაი-2026 12:05:47,0,,ნ. ა.,, ,
2.889-199,აქსასუარი,ცალი,1,30,30,ჩვეულებრივი,0977741605,დასრულებული,(400017245) შპს აი-სი-ი,(204445145) შპს ეკოლაინი ,ტრანსპორტირების გარეშე,"თბილისი, უზნაძის ქ., 2",,() ,,12-მაი-2026 12:05:47,12-მაი-2026 12:05:47,0,,ნ. ა.,, ,
2.889-159,კუთხის აქსასუარი,ცალი,1,40,40,ჩვეულებრივი,0977741605,დასრულებული,(400017245) შპს აი-სი-ი,(204445145) შპს ეკოლაინი ,ტრანსპორტირების გარეშე,"თბილისი, უზნაძის ქ., 2",,() ,,12-მაი-2026 12:05:47,12-მაი-2026 12:05:47,0,,ნ. ა.,, ,
2.889-134,გოფრირებული მილი,ცალი,1,130,130,ჩვეულებრივი,0977741605,დასრულებული,(400017245) შპს აი-სი-ი,(204445145) შპს ეკოლაინი ,ტრანსპორტირების გარეშე,"თბილისი, უზნაძის ქ., 2",,() ,,12-მაი-2026 12:05:47,12-მაი-2026 12:05:47,0,,ნ. ა.,, ,
17443,სილიკონის  წებო  280 მლ - გამჭვირვალე   (AKFIX,ცალი,2,10,20,ჩვეულებრივი,0977956302,დასრულებული,(400017245) შპს აი-სი-ი,(400223254) შპს  გეგა 2012,ტრანსპორტირებით,"ქ.თბილისი ხოშარაულის ქუჩა გამომცემლობა სამშობლოს მოპირდაპირე მხარე მაღაზია 9,10,11,14,15,16","ქ.თბილისი,ჭყონდიდელის ქუჩა",() ,,13-მაი-2026 10:58:43,13-მაი-2026 10:58:43,0,საქართველოს ბანკი GE68BG0000000026544800GEL beka.wiklauri@yahoo.com,,, ,
19152,ლედ ნათურა T135 70W,ცალი,20,20,400,ჩვეულებრივი,0977956302,დასრულებული,(400017245) შპს აი-სი-ი,(400223254) შპს  გეგა 2012,ტრანსპორტირებით,"ქ.თბილისი ხოშარაულის ქუჩა გამომცემლობა სამშობლოს მოპირდაპირე მხარე მაღაზია 9,10,11,14,15,16","ქ.თბილისი,ჭყონდიდელის ქუჩა",() ,,13-მაი-2026 10:58:43,13-მაი-2026 10:58:43,0,საქართველოს ბანკი GE68BG0000000026544800GEL beka.wiklauri@yahoo.com,,, ,
16176,ხელთათმანი სამუშაო,ცალი,140,1.50,210,ჩვეულებრივი,0977956302,დასრულებული,(400017245) შპს აი-სი-ი,(400223254) შპს  გეგა 2012,ტრანსპორტირებით,"ქ.თბილისი ხოშარაულის ქუჩა გამომცემლობა სამშობლოს მოპირდაპირე მხარე მაღაზია 9,10,11,14,15,16","ქ.თბილისი,ჭყონდიდელის ქუჩა",() ,,13-მაი-2026 10:58:43,13-მაი-2026 10:58:43,0,საქართველოს ბანკი GE68BG0000000026544800GEL beka.wiklauri@yahoo.com,,, ,
17180,"მარკერი (ფერადი) ""PERMA""",ცალი,12,1,12,ჩვეულებრივი,0977956302,დასრულებული,(400017245) შპს აი-სი-ი,(400223254) შპს  გეგა 2012,ტრანსპორტირებით,"ქ.თბილისი ხოშარაულის ქუჩა გამომცემლობა სამშობლოს მოპირდაპირე მხარე მაღაზია 9,10,11,14,15,16","ქ.თბილისი,ჭყონდიდელის ქუჩა",() ,,13-მაი-2026 10:58:43,13-მაი-2026 10:58:43,0,საქართველოს ბანკი GE68BG0000000026544800GEL beka.wiklauri@yahoo.com,,, ,
17796,Magmaweld Rutil Welding Electrode ESR 13 - 3.25 x350 (mm) -3.36 kg /ელექტროდი,ცალი,2,25,50,ჩვეულებრივი,0977956302,დასრულებული,(400017245) შპს აი-სი-ი,(400223254) შპს  გეგა 2012,ტრანსპორტირებით,"ქ.თბილისი ხოშარაულის ქუჩა გამომცემლობა სამშობლოს მოპირდაპირე მხარე მაღაზია 9,10,11,14,15,16","ქ.თბილისი,ჭყონდიდელის ქუჩა",() ,,13-მაი-2026 10:58:43,13-მაი-2026 10:58:43,0,საქართველოს ბანკი GE68BG0000000026544800GEL beka.wiklauri@yahoo.com,,, ,
16181,"საჭრელი რგოლი 125*1,6*22,23 14 A",ცალი,15,2,30,ჩვეულებრივი,0977956302,დასრულებული,(400017245) შპს აი-სი-ი,(400223254) შპს  გეგა 2012,ტრანსპორტირებით,"ქ.თბილისი ხოშარაულის ქუჩა გამომცემლობა სამშობლოს მოპირდაპირე მხარე მაღაზია 9,10,11,14,15,16","ქ.თბილისი,ჭყონდიდელის ქუჩა",() ,,13-მაი-2026 10:58:43,13-მაი-2026 10:58:43,0,საქართველოს ბანკი GE68BG0000000026544800GEL beka.wiklauri@yahoo.com,,, ,
19831,ბეტონის ბურღი 12*160,ცალი,4,9,36,ჩვეულებრივი,0977956302,დასრულებული,(400017245) შპს აი-სი-ი,(400223254) შპს  გეგა 2012,ტრანსპორტირებით,"ქ.თბილისი ხოშარაულის ქუჩა გამომცემლობა სამშობლოს მოპირდაპირე მხარე მაღაზია 9,10,11,14,15,16","ქ.თბილისი,ჭყონდიდელის ქუჩა",() ,,13-მაი-2026 10:58:43,13-მაი-2026 10:58:43,0,საქართველოს ბანკი GE68BG0000000026544800GEL beka.wiklauri@yahoo.com,,, ,
20847,ტყვია ლურსმანი 42,ცალი,100,0.25,25,ჩვეულებრივი,0977956302,დასრულებული,(400017245) შპს აი-სი-ი,(400223254) შპს  გეგა 2012,ტრანსპორტირებით,"ქ.თბილისი ხოშარაულის ქუჩა გამომცემლობა სამშობლოს მოპირდაპირე მხარე მაღაზია 9,10,11,14,15,16","ქ.თბილისი,ჭყონდიდელის ქუჩა",() ,,13-მაი-2026 10:58:43,13-მაი-2026 10:58:43,0,საქართველოს ბანკი GE68BG0000000026544800GEL beka.wiklauri@yahoo.com,,, ,
